0.2817,0.1880,0.7232,0.2723,2.1800,1.0477,1.4284,0.7377,1.7849,3.3233,0.4774,1.2904,0.3819,0.6567,0.3320,0.5650
0.3164,0.5173,0.2183,2.9495,4.7869,0.8920,0.8429,1.3439,1.4769,3.6771,1.1686,0.4514,0.2785,0.3923,0.2313,0.9884
0.5509,1.3841,1.5645,1.6059,1.8758,2.0200,1.4227,2.0601,3.0283,1.8542,0.8849,1.9677,0.4044,0.3318,1.3731,1.7798
0.3843,0.2710,1.8279,0.6813,2.0883,0.5012,3.0128,0.5081,1.8620,4.9792,0.3729,3.9867,0.4440,0.5519,0.2404,0.3124
0.3087,0.1717,1.8046,0.1758,2.9624,2.4620,0.2281,0.8758,1.7026,2.1990,0.7284,0.0171,0.2072,0.5625,0.0681,1.0182
0.1902,0.4386,0.0250,1.2052,2.6386,1.2886,0.2173,2.0020,1.1142,1.2684,0.4628,0.3647,0.7705,0.8103,0.9575,1.5282
0.2529,0.1026,0.1609,1.0990,2.9392,1.7670,0.7031,0.7722,1.0647,2.8369,0.0150,1.7611,0.6964,0.7871,0.3679,0.6192
0.6101,0.1166,1.9611,0.0820,2.8392,0.4977,0.2722,0.9443,1.1625,0.7958,0.9681,0.0342,1.1823,3.2092,0.5354,0.5829
0.0221,0.3638,2.0366,0.2935,1.2358,2.3786,0.1802,2.2664,0.2429,1.2912,0.0736,0.0876,0.1967,0.3143,0.9390,1.8118
0.2236,0.1726,1.2959,1.0959,4.0732,0.9228,1.7412,0.3354,0.4822,3.7370,2.3545,0.2483,1.5612,2.0041,1.0416,2.6733
0.5762,0.0645,0.4015,2.0155,2.9297,0.8403,0.5792,1.2235,0.6618,5.6080,0.8570,0.7126,0.3719,0.6932,0.2006,0.6823
0.0833,0.2452,2.3914,0.1720,3.1677,1.1284,0.6731,1.4955,1.0734,2.9699,0.0049,0.5048,0.5647,2.7457,0.3554,0.8190
0.1208,0.3531,1.8263,0.5543,5.4014,0.4494,3.9583,0.6815,0.3838,1.0468,0.2071,0.5978,1.3477,1.0966,0.7818,0.9555
0.3329,0.0932,1.4510,0.9970,1.8248,0.5657,0.7300,1.0979,1.6501,2.5572,0.0170,0.0049,0.5025,0.7662,0.5291,0.6640
0.2266,0.0288,2.2597,0.2863,2.3509,0.5041,1.9667,1.1804,0.0356,1.1187,0.1488,0.4303,0.8430,1.1925,0.2637,0.6273
1.4335,0.2864,2.4492,0.3954,2.3449,0.5153,1.7232,2.1561,2.0616,1.7441,2.9259,0.6344,0.3530,0.3483,0.2579,1.3110
0.3883,0.0314,2.1274,0.7255,2.2624,0.6762,0.3004,0.5763,1.6862,0.0788,0.0364,0.1378,0.3027,0.5607,0.1481,0.4546
