1.1880,0.0308,1.3210,0.2458,0.2041,1.5042,1.2149,1.7180,2.9453,1.8953,0.0376,2.5165,0.4890,0.2095,0.2950,0.2644
2.7301,1.1325,0.1954,2.5953,0.7766,0.1730,4.1319,2.9348,2.4759,4.1402,1.4979,0.1808,0.9726,0.0988,0.4332,0.1676
2.8363,0.8430,2.5118,1.4335,1.8241,2.4646,2.4760,4.4298,2.6761,2.3117,0.0272,0.3624,1.3131,0.1671,0.3092,0.3888
1.1595,0.4113,0.9596,0.6837,0.6172,0.6440,2.8593,0.4266,1.9516,2.4699,0.8251,0.3409,0.5017,0.1632,0.1300,0.0549
1.0122,0.2376,1.2691,2.9567,2.0745,2.0196,1.5424,1.5616,3.7533,1.3036,0.6782,0.8570,1.1049,0.4703,1.2388,0.4851
0.0054,0.3548,0.4654,0.3279,3.1177,0.0208,5.9144,1.4020,1.8334,1.8324,1.0443,0.9334,2.5741,0.2640,0.4606,0.1877
0.0493,0.1664,0.4683,1.2372,2.0052,1.1924,1.7194,2.8301,3.2206,0.3805,1.6052,0.7907,1.9014,0.5861,0.6454,0.6290
0.5077,0.5284,0.1563,1.4110,0.4859,0.3105,2.9378,4.2545,1.4878,1.9885,0.1134,0.1115,0.6274,0.1619,0.1989,0.2466
0.0888,0.2648,0.0263,0.4193,3.4889,0.0377,0.6372,5.0864,3.0263,0.0468,0.0071,3.3964,1.8321,1.2857,1.7668,1.6155
0.9717,1.2353,0.4302,0.4774,3.6377,0.7230,2.1372,3.2342,1.2360,3.6299,0.7239,1.1260,2.6816,0.6519,0.3907,0.7010
0.7943,0.3250,0.1647,2.7609,1.8165,0.3281,2.4722,4.9167,1.6566,1.2395,0.1621,0.4889,0.9464,0.0411,1.4179,0.4751
1.3844,0.3176,0.4749,0.4858,0.3909,1.9065,2.9148,0.9294,1.0869,3.3010,0.6862,1.3230,0.3459,0.1067,0.0491,0.0397
