0,0.50359094,0.5071063
100,0.063266836,0.08088243
200,0.05359991,0.04356739
300,0.040687896,0.038599983
400,0.034608897,0.036000893
500,0.03404579,0.029130315
600,0.038580894,0.029131629
700,0.02583703,0.028227162
800,0.056729294,0.05822496
900,0.046742644,0.04730329
1000,0.07027297,0.06832287
1100,0.036080226,0.028995719
1200,0.047425523,0.031116143
1300,0.03138777,0.025956385
1400,0.03552019,0.025444705
1500,0.035466887,0.028005105
1600,0.030793533,0.023239804
1700,0.026219118,0.024917051
1800,0.025582006,0.019877192
1900,0.01939352,0.019265324
2000,0.03584903,0.022974234
2100,0.032299493,0.025828179
2200,0.025979467,0.01922686
2300,0.030221306,0.020018078
2400,0.030087806,0.0200946
2500,0.026817687,0.019469727
2600,0.025370762,0.02468709
2700,0.021659255,0.019588403
2800,0.023503006,0.017116208
2900,0.02284645,0.018005807
3000,0.024653556,0.022542588
3100,0.02087603,0.018192932
3200,0.01654157,0.020675924
3300,0.019289572,0.02032252
3400,0.014213029,0.015220584
3500,0.018736742,0.014264528
3600,0.016879294,0.014767149
3700,0.013934648,0.012133416
3800,0.008711355,0.011374983
3900,0.02694271,0.019187571
4000,0.0128141735,0.013048479
4100,0.01304926,0.009493481
4200,0.0119514605,0.010234117
4300,0.011669529,0.009419199
4400,0.016621588,0.01120995
4500,0.012730518,0.009677714
4600,0.010796148,0.009690042
4700,0.014443082,0.00971861
4800,0.016351476,0.012705333
4900,0.008095559,0.009164557
5000,0.0073369322,0.008411276
5100,0.009716831,0.0071952147
5200,0.008193118,0.00732259
5300,0.011123208,0.008537913
5400,0.0076542813,0.007954432
5500,0.0077827005,0.005875579
5600,0.011547063,0.007664861
5700,0.008936313,0.0074597085
5800,0.0072789565,0.005902837
5900,0.010475416,0.0068228967
6000,0.0049673496,0.0062641967
6100,0.009197756,0.009022823
6200,0.00581545,0.0063486025
6300,0.006580184,0.005839057
6400,0.005328935,0.005995485
6500,0.008797841,0.00682457
6600,0.0042124675,0.0056429575
6700,0.008886887,0.007218148
6800,0.007477291,0.0063122166
6900,0.0073894076,0.007016941
7000,0.0055452227,0.0050580865
7100,0.005401236,0.005472406
7200,0.004737267,0.0053024236
7300,0.0061835228,0.006477219
7400,0.0062038284,0.005284854
7500,0.006906795,0.0069905533
7600,0.0057461504,0.005000134
7700,0.0065836245,0.0065588695
7800,0.006144263,0.0052986154
7900,0.008079122,0.0057398314
8000,0.005013647,0.0063687093
8100,0.0069994526,0.00813867
8200,0.006344445,0.0072259633
8300,0.008821463,0.006031495
8400,0.0057891607,0.0055521913
8500,0.0045479923,0.0049505588
8600,0.004403955,0.004417046
8700,0.007052088,0.005690443
8800,0.004850325,0.0044887424
8900,0.006563925,0.0043315412
9000,0.008776626,0.0064743273
9100,0.008079503,0.004985501
9200,0.008373573,0.0043140803
9300,0.0061585666,0.006971103
9400,0.006401964,0.0068824776
9500,0.006622175,0.004582443
9600,0.0045874733,0.0038412367
9700,0.007762001,0.004817702
9800,0.005282555,0.003892425
9900,0.0053135455,0.004243861
10000,0.007746649,0.0056591677
10100,0.00413323,0.004664207
10200,0.007120962,0.0049212924
10300,0.004438984,0.0037304424
10400,0.004045655,0.0039521507
10500,0.005537181,0.0052959262
10600,0.00712178,0.0056082467
10700,0.0060993284,0.008778263
10800,0.007392345,0.004354153
10900,0.004693434,0.0038133669
11000,0.0029430524,0.0044731223
11100,0.0034645374,0.0046872227
11200,0.0038697382,0.003628101
11300,0.004121137,0.0038759494
11400,0.0059516835,0.0033548702
11500,0.0050908215,0.004017872
11600,0.003125426,0.0037376126
11700,0.0046384064,0.0047643147
11800,0.0033473335,0.004377151
11900,0.007071389,0.0042435387
12000,0.005316077,0.004845255
