2,1,1,1,0,1,1,-1,1
4,1,1,1,0,1,-1,1,1
20,1,1,-1,0,1,-1,1,1
34,1,-1,1,0,1,1,-1,1
35,1,-1,1,0,1,1,-1,-1
52,1,-1,-1,0,1,-1,1,1
68,-1,1,1,0,1,-1,1,1
76,-1,1,1,0,-1,-1,1,1
84,-1,1,-1,0,1,-1,1,1
98,-1,-1,1,0,1,1,-1,1
100,-1,-1,1,0,1,-1,1,1
116,-1,-1,-1,0,1,-1,1,1
