0.3465,4.876e-07,2.639e-13,1.149e-05
0.4136,0.0001141,1.106e-11,0.0001002
0.4687,0.002376,2.385e-10,0.0006119
0.51,0.02798,2.943e-09,0.002328
0.6081,0.06026,1.027e-08,0.005652
0.6685,0.06427,2.278e-08,0.01302
0.7104,0.05449,4.294e-08,0.02603
0.7449,0.04744,7.657e-08,0.04613
0.7736,0.04202,1.307e-07,0.07415
0.7977,0.0377,2.15e-07,0.11
0.8178,0.03425,3.431e-07,0.1522
0.8305,0.0294,5.351e-07,0.2102
0.84,0.02492,8.134e-07,0.2759
0.8492,0.02122,1.207e-06,0.345
0.858,0.01848,1.754e-06,0.409
0.8655,0.01659,2.521e-06,0.465
0.8746,0.01526,3.639e-06,0.4981
0.8827,0.01445,5.256e-06,0.5178
0.8892,0.01399,7.547e-06,0.5324
0.8946,0.01378,1.072e-05,0.5427
0.8992,0.01374,1.501e-05,0.55
0.9032,0.01377,2.067e-05,0.5627
0.9093,0.01373,2.775e-05,0.6023
0.9165,0.0135,3.643e-05,0.7139
0.9214,0.01385,4.759e-05,0.7902
0.9251,0.01458,6.149e-05,0.8322
0.928,0.01553,7.842e-05,0.8577
0.9303,0.01705,9.953e-05,0.8716
0.9294,0.02074,0.0001291,0.8643
0.9271,0.02657,0.000169,0.8431
0.9259,0.03606,0.0002222,0.8004
0.9257,0.05152,0.000291,0.7187
0.9254,0.07484,0.0003788,0.5925
0.9232,0.1093,0.0004894,0.4351
0.9173,0.1558,0.0006277,0.2871
0.9063,0.2101,0.0007983,0.1748
0.8902,0.2853,0.001011,0.09641
0.8661,0.3885,0.001286,0.05053
0.8266,0.514,0.001673,0.02851
0.7579,0.642,0.002261,0.01838
0.6493,0.7539,0.003269,0.01358
0.5118,0.8292,0.005211,0.01105
0.3826,0.8725,0.009027,0.009498
0.2814,0.8957,0.01618,0.008404
0.2047,0.9071,0.02929,0.00758
0.1515,0.9113,0.04932,0.006947
0.1156,0.9084,0.07515,0.006474
0.09116,0.8994,0.1069,0.00618
0.07398,0.884,0.1458,0.006042
0.06068,0.861,0.1967,0.006101
0.04928,0.825,0.2697,0.006228
0.04016,0.7711,0.3652,0.006473
0.03341,0.6989,0.4709,0.00692
0.02852,0.5959,0.5746,0.00784
0.02498,0.4737,0.6668,0.009882
0.02239,0.3638,0.7373,0.01394
0.02062,0.2785,0.7843,0.02162
0.01941,0.2139,0.8139,0.0341
0.01849,0.1653,0.833,0.05409
0.01785,0.1271,0.8446,0.08522
0.01746,0.0964,0.8464,0.1306
0.01748,0.06901,0.8318,0.2037
0.01796,0.04992,0.7973,0.2923
0.01981,0.03301,0.7102,0.4158
0.02286,0.02244,0.5881,0.5217
0.02729,0.01566,0.467,0.5962
0.03391,0.0109,0.3613,0.6417
0.0409,0.00804,0.2949,0.6604
0.05182,0.006189,0.2403,0.6508
0.06717,0.004934,0.191,0.6178
0.08505,0.004057,0.1532,0.5747
0.1066,0.003466,0.1227,0.522
0.1336,0.003112,0.09682,0.458
0.1691,0.002954,0.07398,0.3818
0.2184,0.0029,0.05328,0.2972
0.2909,0.002512,0.03366,0.202
0.3627,0.001714,0.02047,0.1285
0.4134,0.0008575,0.01238,0.0981
0.4537,0.0003691,0.007351,0.07423
0.4864,0.0001369,0.004171,0.05312
0.497,4.391e-05,0.002262,0.03601
0.4858,1.18e-05,0.001171,0.02327
0.4563,2.448e-06,0.0005709,0.0145
0.4095,3.634e-07,0.0002687,0.008718
0.3486,4.131e-08,0.0001272,0.004863
0.2866,3.158e-09,5.293e-05,0.002387
0.2422,1.483e-10,1.606e-05,0.0009839
0.1995,3.595e-12,3.579e-06,0.0003277
0.1577,4.057e-14,5.485e-07,8.014e-05
0.1185,1.639e-16,5.206e-08,1.384e-05
0.08849,2.087e-19,2.61e-09,1.563e-06
