4,0,1,0,1,1,-1,1,1
18,0,1,0,-1,1,1,-1,1
20,0,1,0,-1,1,-1,1,1
36,0,-1,0,1,1,-1,1,1
50,0,-1,0,-1,1,1,-1,1
