2,1,0,1,0,1,1,-1,1
3,1,0,1,0,1,1,-1,-1
18,1,0,-1,0,1,1,-1,1
36,-1,0,1,0,1,-1,1,1
44,-1,0,1,0,-1,-1,1,1
52,-1,0,-1,0,1,-1,1,1
60,-1,0,-1,0,-1,-1,1,1
