0.2708,1.151e-17,3.427e-26,2.904e-05
0.4324,1.526e-16,1.18e-24,8.907e-05
0.5725,1.513e-15,2.982e-23,0.000233
0.6726,1.247e-14,6.189e-22,0.0005305
0.7387,8.742e-14,1.045e-20,0.001075
0.7815,5.223e-13,1.417e-19,0.001981
0.8094,2.679e-12,1.552e-18,0.003376
0.8279,1.194e-11,1.393e-17,0.005393
0.8401,4.682e-11,1.045e-16,0.008163
0.8492,1.778e-10,6.685e-16,0.0134
0.8555,6.512e-10,3.73e-15,0.02208
0.8593,2.128e-09,1.823e-14,0.03452
0.8616,6.3e-09,7.896e-14,0.0517
0.8634,1.718e-08,3.061e-13,0.0747
0.8644,4.336e-08,1.074e-12,0.105
0.8645,1.021e-07,3.45e-12,0.1443
0.864,2.258e-07,1.023e-11,0.1948
0.8628,4.719e-07,2.827e-11,0.2579
0.8626,9.512e-07,7.329e-11,0.333
0.8635,1.859e-06,1.796e-10,0.4134
0.8661,3.533e-06,4.182e-10,0.4739
0.8697,6.587e-06,9.294e-10,0.52
0.8755,1.23e-05,1.974e-09,0.5489
0.8818,2.269e-05,4.028e-09,0.5667
0.8874,4.09e-05,7.954e-09,0.5792
0.8924,7.17e-05,1.521e-08,0.5884
0.8966,0.0001221,2.804e-08,0.5956
0.9004,0.0002024,5.02e-08,0.6013
0.9036,0.000327,8.745e-08,0.606
0.9065,0.0005156,1.483e-07,0.61
0.9091,0.0007943,2.451e-07,0.6134
0.9115,0.001198,3.951e-07,0.6164
0.9136,0.001772,6.222e-07,0.6192
0.9154,0.002565,9.586e-07,0.6229
0.9152,0.00338,1.445e-06,0.6544
0.9145,0.004152,2.131e-06,0.705
0.9134,0.004959,3.108e-06,0.754
0.9106,0.005711,4.501e-06,0.7953
0.9066,0.006522,6.445e-06,0.8273
0.9021,0.007487,9.104e-06,0.8516
0.8973,0.008682,1.276e-05,0.8694
0.8924,0.01021,1.775e-05,0.8816
0.8889,0.01281,2.5e-05,0.8827
0.8876,0.01747,3.576e-05,0.8648
0.8888,0.02568,5.148e-05,0.8255
0.8931,0.04055,7.502e-05,0.7465
0.899,0.06757,0.0001111,0.5991
0.9039,0.1091,0.0001675,0.4194
0.9084,0.1591,0.0002424,0.2955
0.9036,0.2211,0.0003463,0.1941
0.8898,0.2948,0.0004933,0.1168
0.8622,0.3935,0.0007171,0.058
0.8159,0.5289,0.001089,0.02753
0.7448,0.6672,0.001768,0.01513
0.6262,0.7726,0.003111,0.0101
0.4764,0.8413,0.006358,0.007511
0.3437,0.8793,0.01395,0.00594
0.2443,0.8946,0.02584,0.004917
0.1782,0.9013,0.04147,0.004196
0.1343,0.904,0.05945,0.003666
0.1049,0.9027,0.08007,0.003301
0.085,0.8941,0.1086,0.003089
0.0711,0.8787,0.1459,0.003049
0.0603,0.8544,0.1969,0.00309
0.05175,0.816,0.2674,0.003244
0.04524,0.7554,0.3606,0.0036
0.03985,0.666,0.4719,0.004153
0.03561,0.5579,0.5789,0.005124
0.03245,0.4493,0.6642,0.006871
0.03025,0.3478,0.7259,0.009935
0.02901,0.2702,0.7678,0.01529
0.02922,0.212,0.792,0.02623
0.03124,0.1672,0.8005,0.04373
0.03915,0.1111,0.7739,0.09234
0.05711,0.06512,0.6455,0.1707
0.1096,0.04655,0.413,0.1383
0.263,0.2202,0.1453,0.02778
0.4632,0.1896,0.03703,0.02545
0.5477,0.06622,0.01901,0.02971
0.5747,0.02925,0.01366,0.02782
0.5771,0.01358,0.01084,0.02242
0.565,0.005905,0.008751,0.01618
0.5412,0.0022,0.006894,0.01075
0.504,0.0006626,0.005221,0.006595
0.4478,0.0001536,0.003743,0.003791
0.3832,3.53e-05,0.002404,0.00273
0.3133,5.879e-06,0.00137,0.001812
0.2463,6.725e-07,0.0006392,0.001028
0.1873,5.038e-08,0.0002252,0.0004639
0.1367,2.101e-09,5.76e-05,0.0001688
0.09628,4.309e-11,9.678e-06,4.69e-05
