0.3311,0,2.165e-19,2.076e-05
0.3933,0,5.796e-17,8.368e-05
0.4597,0,2.48e-15,0.0003878
0.522,0,5.99e-14,0.0014
0.5795,0,9.065e-13,0.004128
0.6278,0,8.648e-12,0.01019
0.692,0,4.318e-11,0.02136
0.7435,0,1.809e-10,0.03978
0.7792,0,6.678e-10,0.06755
0.8063,0,2.187e-09,0.1072
0.8271,0,6.362e-09,0.1598
0.8432,0,1.659e-08,0.2229
0.855,0,3.939e-08,0.2925
0.8626,0,8.546e-08,0.3681
0.8687,0,1.737e-07,0.4388
0.8717,0,3.366e-07,0.4858
0.8729,0,6.265e-07,0.5138
0.8727,0,1.124e-06,0.5311
0.8723,0,1.951e-06,0.5465
0.8717,0,3.292e-06,0.5608
0.8713,0,5.4e-06,0.5749
0.8718,0,8.628e-06,0.5908
0.8751,0,1.345e-05,0.6153
0.8915,0,1.976e-05,0.7131
0.9076,0,2.774e-05,0.8073
0.9185,0,3.885e-05,0.8609
0.9262,0,5.355e-05,0.891
0.9305,0,7.272e-05,0.9059
0.9326,0,9.739e-05,0.9116
0.9337,0,0.0001285,0.912
0.9344,0,0.0001676,0.9106
0.935,0,0.0002187,0.9089
0.9354,0,0.0002847,0.9066
0.935,0,0.0003682,0.9035
0.9327,0,0.0004762,0.8981
0.9293,0,0.0006186,0.8901
0.9255,0,0.0007986,0.8806
0.9214,0,0.001024,0.87
0.9168,0,0.001303,0.8581
0.9119,0,0.001648,0.8446
0.9064,0,0.002072,0.8292
0.9,0,0.00259,0.8112
0.893,0,0.003222,0.7906
0.8854,0,0.003993,0.7673
0.8772,0,0.00493,0.7408
0.8681,0,0.00607,0.7107
0.8582,0,0.007434,0.6767
0.8475,0,0.008927,0.6397
0.8355,0,0.0106,0.5995
0.8211,0,0.01279,0.5533
0.8015,0,0.01606,0.4985
0.7707,0,0.02161,0.43
0.7057,0,0.03413,0.334
0.4892,0,0.08072,0.23
0.2462,0,0.16,0.3358
0.1625,0,0.1947,0.4331
0.1305,0,0.202,0.4927
0.1136,0,0.2009,0.5312
0.1029,0,0.1971,0.5588
0.09494,0,0.1928,0.5802
0.08963,0,0.1875,0.5955
0.08589,0,0.1817,0.6067
0.08343,0,0.1752,0.6147
0.08199,0,0.1683,0.6197
0.08155,0,0.1607,0.6217
0.0823,0,0.1522,0.6203
0.08443,0,0.1428,0.6149
0.08827,0,0.1322,0.6045
0.09437,0,0.1203,0.5878
0.104,0,0.1078,0.5614
0.1177,0,0.09474,0.5252
0.1365,0,0.08103,0.4787
0.1629,0,0.06646,0.4208
0.1994,0,0.05121,0.354
0.2469,0,0.0362,0.2852
0.3028,0,0.02312,0.2234
0.3642,0,0.01343,0.1724
0.4231,0,0.007256,0.129
0.4636,0,0.00366,0.09877
0.4836,0,0.00167,0.07638
0.4859,0,0.0006723,0.05809
0.4733,0,0.0002335,0.04237
0.4478,0,6.808e-05,0.02931
0.4125,0,1.54e-05,0.01904
0.3677,0,2.541e-06,0.01141
0.315,0,2.854e-07,0.006213
0.2592,0,1.926e-08,0.003014
0.2061,0,6.706e-10,0.001275
0.1566,0,1.046e-11,0.000449
0.1131,0,6.121e-14,0.0001262
0.08339,0,1.205e-16,3.297e-05
