4,0,1,1,0,1,-1,1,1
12,0,1,1,0,-1,-1,1,1
20,0,1,-1,0,1,-1,1,1
28,0,1,-1,0,-1,-1,1,1
34,0,-1,1,0,1,1,-1,1
