0.227,9.626e-07,6.862e-13,9.41e-06
0.2636,0.0001691,3.063e-11,7.801e-05
0.2968,0.00392,7.88e-10,0.0004869
0.3325,0.04131,1.037e-08,0.001921
0.3897,0.07713,4.17e-08,0.005027
0.4208,0.06696,9.009e-08,0.01118
0.4447,0.06064,1.81e-07,0.02103
0.4629,0.05718,3.398e-07,0.03405
0.4772,0.05557,6.082e-07,0.04927
0.4887,0.05512,1.048e-06,0.0657
0.4981,0.05526,1.75e-06,0.08342
0.5057,0.05586,2.838e-06,0.1018
0.5119,0.05684,4.481e-06,0.1204
0.5166,0.05789,6.903e-06,0.139
0.52,0.05868,1.04e-05,0.1582
0.5232,0.05918,1.546e-05,0.1757
0.5288,0.05864,2.29e-05,0.1873
0.5338,0.05865,3.383e-05,0.1968
0.5381,0.05933,4.967e-05,0.2049
0.5416,0.06057,7.201e-05,0.2118
0.5445,0.06219,0.0001027,0.2182
0.5491,0.06413,0.000144,0.2266
0.5549,0.06667,0.0001988,0.2382
0.5599,0.07407,0.0002712,0.275
0.5643,0.08253,0.0003636,0.3139
0.5684,0.0915,0.0004793,0.3487
0.5722,0.101,0.0006216,0.379
0.5737,0.113,0.0007994,0.3953
0.5698,0.1331,0.001044,0.378
0.5632,0.1599,0.001375,0.3403
0.5539,0.1923,0.001816,0.2812
0.543,0.2244,0.002368,0.235
0.5308,0.2553,0.003053,0.2032
0.5169,0.2874,0.003896,0.175
0.5014,0.3197,0.004931,0.1513
0.4843,0.3512,0.006182,0.1318
0.4656,0.3811,0.007689,0.1159
0.4444,0.4073,0.009523,0.1029
0.4199,0.4298,0.01179,0.09232
0.3934,0.4499,0.0146,0.0834
0.3654,0.4678,0.01811,0.07582
0.3366,0.4837,0.02251,0.06935
0.308,0.4976,0.0279,0.06379
0.2803,0.5098,0.03449,0.05895
0.254,0.5203,0.04249,0.05472
0.2283,0.5281,0.05232,0.05101
0.2033,0.5329,0.06474,0.04784
0.1797,0.5344,0.08055,0.04546
0.1598,0.5309,0.09778,0.044
0.1438,0.524,0.116,0.04387
0.1299,0.5156,0.136,0.04384
0.1181,0.5048,0.1571,0.04404
0.1081,0.4919,0.1791,0.04458
0.09978,0.4773,0.2014,0.04554
0.09253,0.4609,0.2242,0.04686
0.08607,0.4431,0.2473,0.04837
0.08016,0.4207,0.2717,0.05027
0.07527,0.3935,0.2956,0.05281
0.07097,0.3654,0.3182,0.05562
0.06716,0.3364,0.3393,0.05881
0.06423,0.3062,0.3573,0.06273
0.06176,0.2735,0.3733,0.06737
0.06025,0.2417,0.3853,0.0731
0.06081,0.1983,0.3866,0.08136
0.06222,0.1578,0.3825,0.0917
0.06446,0.1214,0.3676,0.1047
0.06938,0.08706,0.3284,0.1226
0.07427,0.06428,0.2917,0.1386
0.07912,0.04829,0.2587,0.1512
0.08409,0.03651,0.2285,0.1594
0.08937,0.02749,0.2004,0.1632
0.09528,0.02038,0.1734,0.1624
0.1019,0.01476,0.1477,0.1569
0.1093,0.0104,0.1233,0.1471
0.1174,0.007004,0.1002,0.134
0.1259,0.004461,0.0787,0.1189
0.1344,0.00257,0.05902,0.1043
0.1428,0.001308,0.04181,0.08924
0.1507,0.0005943,0.02794,0.07336
0.1583,0.0002273,0.01716,0.05745
0.1651,7.576e-05,0.009717,0.04204
0.1713,2.182e-05,0.00504,0.02839
0.1783,4.789e-06,0.002248,0.01753
0.1835,7.549e-07,0.0008453,0.009777
0.1728,8.329e-08,0.0003026,0.005065
0.1544,6.149e-09,0.0001008,0.002342
0.1343,2.555e-10,2.609e-05,0.0009073
0.1128,5.245e-12,4.951e-06,0.0002828
0.09119,5.054e-14,6.468e-07,6.453e-05
0.07123,1.821e-16,5.222e-08,1.051e-05
0.05436,2.059e-19,2.331e-09,1.137e-06
