0.2021,1.0683,0.0000,0.3857,3.4601,0.8690,1.1872,2.0299,0.2412,1.0405,0.0000,0.3637,0.4343,0.4592,0.2770,0.7446
0.2842,1.2192,0.0000,3.2854,2.8452,1.9613,1.0948,0.4814,1.4795,2.4805,0.0000,0.1914,0.3540,0.4193,0.2695,0.4142
0.1426,0.6839,0.0000,0.6184,2.1756,0.8642,0.7099,2.3415,1.4687,1.4641,0.0000,0.2597,0.3498,0.2806,0.6925,1.0607
0.2860,0.1584,0.0000,0.5891,5.6562,1.6628,0.1791,1.0105,0.4759,1.6090,0.0000,0.6386,0.6837,1.3888,0.1691,0.7357
0.0376,0.2761,0.0000,0.9268,2.4380,0.6983,0.9533,2.2097,0.4491,2.8805,0.0000,0.3894,0.3256,0.0917,1.1263,1.2104
0.3557,0.1927,0.0000,0.3311,3.9825,0.7676,0.8955,0.8175,1.8865,0.6837,0.0000,0.0081,0.5655,0.3331,0.0752,0.3589
0.2566,0.0132,0.0000,3.5147,1.2145,1.3827,0.0844,2.5730,0.9116,1.3933,0.0000,0.1062,0.3200,0.6416,0.4188,0.9965
0.3884,0.1415,0.0000,0.2346,1.1284,1.2351,2.6336,0.7752,2.7492,2.3241,0.0000,2.0734,0.2046,0.4112,0.1595,0.5501
0.4402,0.9980,0.0000,1.3400,2.6443,0.7226,0.9876,0.5992,0.7927,1.9082,0.0000,0.0350,0.3559,0.4154,0.0824,0.4034
0.5013,0.1154,0.0000,1.3224,2.8828,1.8487,0.9733,2.3363,1.1645,2.7347,0.0000,1.1347,0.2760,0.2526,0.6050,1.7278
