0.1756,0.0644,0.0000,1.0050,1.3761,1.2018,0.7701,0.3782,2.3576,1.3532,0.0000,0.9641,0.7938,0.9681,0.1617,0.1460
0.2637,0.0337,0.0000,0.5152,1.1178,1.8942,2.8588,3.5232,5.2240,3.0500,0.0000,0.5455,1.0125,1.6162,0.3067,0.5319
0.4565,0.0897,0.0000,1.6045,0.9112,0.0159,2.0550,2.8901,2.6238,1.1745,0.0000,0.1370,1.9834,0.4839,0.5316,0.5718
0.0450,0.0299,0.0000,0.6476,0.8052,1.2279,0.4048,1.1583,1.1134,0.8614,0.0000,0.2912,0.6023,0.1644,0.0697,0.1116
0.3308,1.2876,0.0000,0.6871,2.3352,0.1517,1.1088,4.9137,2.8389,1.3186,0.0000,2.1247,1.5457,1.0967,1.7522,1.3366
0.0247,0.4909,0.0000,1.5846,1.7769,0.6593,1.7612,6.4219,0.2021,0.9956,0.0000,0.4636,1.6730,1.5423,1.0431,1.7732
0.1910,0.1559,0.0000,0.8550,1.2390,1.3520,2.6723,1.4005,2.3863,1.4229,0.0000,1.0983,0.6775,0.5177,0.9844,0.2727
0.0935,0.2422,0.0000,0.7153,1.8481,1.0520,2.2544,3.8916,2.1678,2.2421,0.0000,0.0563,0.9778,0.2412,0.4053,0.2356
0.1835,0.3825,0.0000,0.5016,2.2693,1.1611,0.3225,2.6557,2.8742,1.5300,0.0000,3.4482,1.2906,1.4105,0.5463,0.7686
0.2028,0.3752,0.0000,1.7241,3.7610,0.0380,1.4711,2.0258,0.0619,0.8953,0.0000,2.1915,2.8486,1.0569,0.0826,0.1554
1.1361,0.0357,0.0000,1.3503,2.9736,1.1293,3.1370,1.5859,3.3010,0.3107,0.0000,0.3900,1.6869,1.5738,0.7167,0.3067
0.8488,0.4273,0.0000,0.6066,1.8555,0.0893,0.6862,1.3898,1.6683,1.6583,0.0000,0.5782,1.2474,0.7054,0.7321,0.3649
0.4263,0.3920,0.0000,2.1960,2.9971,0.0673,1.6589,3.5491,0.5715,0.8175,0.0000,0.3745,2.7676,0.7306,0.4092,0.5535
0.1226,0.0258,0.0000,0.0514,0.3290,0.7750,1.6281,0.8439,0.4347,0.7239,0.0000,0.3466,0.4512,0.2820,0.1033,0.0993
0.3878,0.8444,0.0000,1.3123,1.7494,1.0603,2.0629,1.9467,2.4426,2.2870,0.0000,0.8252,1.8867,1.2106,0.3374,0.4830
0.7589,0.1147,0.0000,3.6335,3.4308,0.0862,2.0742,4.2553,1.3637,0.4514,0.0000,0.8108,2.0019,0.3735,1.4540,0.5702
