-3.734,0.07974,-0.3271,-4.53,2.423,-5.896,-1.173,-0.04874,-0.7423,-6.157
-0.1369,-3.158,-2.915,0.004709,1.051,-2.266,-0.3267,0.5328,0.5177,-0.2858
0.296,4.546,-0.08473,-0.01606,-0.6273,0.1982,-0.4847,-1.545,-2.072,-0.001251
-0.4599,0.2969,0.5138,-8.355,0.65,-2.041,0.8446,0.02166,0.1248,1.559
-5.578,0.6749,2.336,-2.819,-0.2568,0.4744,6.758,-0.04742,6.09,-5.124
6.755,-9.179,-0.03863,14.75,3.374,4.562,-1.751,2.687,-0.211,3.511
-1.43,-3.328,-0.2179,2.805,8.875,-2.949,1.083,-4.78,1.387,-1.297
-9.057,3.485,-0.1023,8.484,2.707,-3.851,-1.915,-16.05,-3.409,3.331
-0.2757,-0.575,0.7676,2.173,0.4272,-0.3135,1.244,-1.256,-0.3788,0.562
2.925,-0.4032,-0.1454,-0.4855,-0.5041,0.8341,-0.1261,3.273,-0.3644,-1.842
1.142,-3.884,-1.377,10.69,-0.5647,-3.349,-0.2129,-0.1568,-1.418,-0.8981
0.6803,-2.513,-1.062,-2.383,-1.211,0.03497,-0.6722,1.636,-0.5348,-0.3044
0.186,0.2813,0.2758,-0.3908,0.4063,-0.2171,-0.1973,0.7266,0.8189,0.06451
-0.05711,-0.3443,0.2382,8.546,-2.638,2.752,1.986,1.029,0.1148,-2.592
-1.33,-1.556,-0.3669,-7.762,1.768,0.09063,0.02404,0.4509,-0.2593,-0.6922
5.209,-3.165,-0.3539,5.057,-2.678,3.81,-0.05802,5.04,-0.597,-3.299
0.3006,-1.142,-3.493,0.8389,0.06518,-0.6193,5.474,-2.104,3.052,0.04265
5.684,-0.07023,-0.7237,1.005,-1.507,5.922,2.956,-0.5694,-1.129,2.891
0.3554,-2.717,-1.622,-0.2975,-3.007,-0.09808,-3.483,0.9249,-4.799,-0.1002
0.7683,0.6392,0.1033,-2.87,-0.2629,1.155,0.07752,1.767,0.04503,-1.788
