0.3642,1.627,0.4427,-6.12,4.179,0.7884,-0.5408,3.477,-0.3409,0.7055
3.561,-15.94,3.099,3.303,0.8736,-0.7259,-2.727,16.02,0.3448,0.804
-0.03743,0.8579,-0.4027,-0.5612,-0.3235,0.02223,-0.07939,-0.4751,0.05255,-0.05774
1.918,2.875,2.252,0.9969,0.9994,-0.261,0.3608,2.632,-0.6853,-4.601
1.965,-7.52,0.2734,-2.838,-0.2182,-0.1651,-1.799,4.344,0.1152,0.1499
2.09,-0.01228,0.2029,0.8007,-0.1344,-0.01884,0.1135,-4.776,-0.1394,-0.9231
0.6057,-0.4141,0.5332,-0.6069,0.1641,-0.1118,-0.114,1.499,-0.07913,-0.2458
-7.911,5.86,-5.593,5.739,2.299,-0.8459,0.5664,6.598,-0.6557,-6.501
0.3567,-0.5219,0.09829,0.4327,-0.2177,-0.2609,-0.02438,0.9362,0.06355,-0.08193
-2.386,1.016,0.2948,1.998,-0.3009,-0.3369,0.08098,11.23,0.3986,1.97
5.057,1.502,0.5024,-0.9358,-0.1623,-0.03641,0.2062,-0.5852,-0.4625,-0.9221
2.487,2.429,1.414,1.584,1.323,0.6804,0.7409,1.686,0.1049,0.4081
1.712,-0.5349,-0.572,-1.411,0.2228,0.07171,-0.1189,-0.617,-0.003534,0.6777
1.602,3.37,-0.04525,3.451,-1.581,0.102,0.4301,-3.324,0.09941,-0.7319
-0.6677,-2.367,-0.3178,-0.04432,2.242,-1.117,-0.608,1.808,0.001429,-0.1514
-0.05752,-2.714,0.4485,-0.1168,6.192,5.268,0.05364,-7.747,-0.07517,1.627
-0.1541,1.322,-0.6872,-0.533,0.4615,1.211,0.0883,-5.388,-0.156,-0.6285
0.1012,3.198,-0.3599,-12.18,-3.346,-0.3447,-0.4152,2.859,-2.674,-1.94
-0.246,-0.09523,-0.2344,-0.2402,-0.1041,0.03191,-0.03551,-0.6829,-0.04284,-0.002201
-2.545,-2.139,-0.4176,-0.5109,-0.9454,-1.099,-0.1589,2.749,0.1659,2.933
