4.87,0.5094,-2.147,-0.6121,0.1824,-0.6804,-2.354,-3.534,-2.043,-1.015
5.243,-0.5518,-0.4635,0.3895,-0.266,-0.3979,-7.522,-1.843,3.746,-2.453
1.255,-0.9541,-1.143,-0.4557,-0.274,-0.3158,-0.6262,0.03824,0.461,-1.33
-1.767,0.4403,0.1614,1.002,0.1526,-0.7343,-0.7135,0.5507,0.9038,1.034
-9.722,-0.4452,-0.3521,0.6177,0.5579,-3.534,0.2003,1.887,-0.613,-3.043
-8.512,11.52,-0.2719,3.904,3.902,-12.16,-5.025,2.845,7.818,1.578
4.851,-7.681,-0.9651,-9.982,-0.5633,-3.199,-3.183,-1.068,1.014,-11.17
5.081,2.361,0.8115,1.599,-17.89,5.847,-3.767,6.015,-6.357,5.762
3.132,0.05815,0.06565,1.326,-0.9848,2.984,-0.8758,-0.2562,0.3485,1.125
-2.896,-1.355,-2.67,0.5354,0.08938,-4.179,-3.102,1.142,0.8876,-9.071
4.691,-2.356,0.5134,-2.202,-2.583,3.405,-0.8867,-0.6776,0.2916,1.027
0.8626,2.349,-0.1472,0.45,0.1627,-0.1712,0.1899,0.4102,0.3709,0.1038
0.6657,-0.3308,-0.5953,-0.08944,-0.338,-0.01103,-0.253,0.3175,-0.5402,-1.089
-3.462,-2.382,-0.03359,3.247,-0.642,0.2241,0.1582,2.797,0.8822,1.176
1.109,2.025,0.3377,-0.2924,1.392,-0.5137,-1.55,-6.7,-2.941,1.102
1.463,-2.186,-5.89,-2.63,-1.418,2.995,2.786,-2.871,-3.901,-7.48
7.295,0.06238,0.1527,-1.744,0.7302,-1.445,3.838,1.101,1.678,2.054
4.457,-0.4238,-0.09411,-3.359,-0.2703,-1.503,0.8761,9.692,2.805,0.7318
-3.106,0.6754,-0.1656,1.643,0.7912,-1.994,-0.8859,0.5435,-0.3139,-0.1269
0.9104,-0.6244,-0.9991,2.582,-0.02789,1.862,0.6813,0.05555,0.3308,0.6342
