0.005336,-0.006391,0.1523,0.5458,0.005357,0.06249,-0.0453,-0.8131,0.2539,0.007484
-0.005972,0.02802,-0.0127,-0.07106,-0.03007,0.131,0.4871,0.3947,-0.0243,-0.131
1.136,-0.06941,0.01171,0.04291,-1.695,-2.227,-1.638,-0.2452,0.05865,-0.4137
0.7134,0.03542,-0.06527,0.05598,-0.5905,0.2483,1.196,0.7099,0.439,-0.8814
-0.2286,0.01403,-2.534,0.351,-3.24,0.2939,3.241,-3.316,-0.5389,1.256
-0.1381,0.134,-0.9604,-1.997,-5.122,-1.098,11.59,8.781,-0.08418,-4.231
-1.256,0.1649,-0.2388,1.165,4.074,13.36,-3.52,-2.627,-3.428,4.138
0.4792,-0.03672,-0.2933,-1.306,8.578,4.561,-1.313,-0.4799,-0.9471,1.264
-0.7755,0.0265,0.1318,-0.06746,-0.9971,-0.1133,1.098,0.4072,0.8427,-0.2339
-0.1106,-0.6378,4.07,-0.6589,-0.003584,-12.99,4.52,12.04,3.268,-1.644
0.4008,0.002242,0.09585,-0.0671,-0.167,-0.919,0.595,-0.05685,0.142,-0.3313
0.002241,0.002832,0.004931,-0.01894,-0.08286,-0.3858,0.1418,0.4824,-0.01208,-0.03977
-0.01365,-0.0174,2.263,1.242,0.5426,-0.666,-3.233,2.104,-0.2328,-0.2271
-0.09367,0.01505,-0.1603,1.007,-0.8728,0.7059,0.2548,1.092,0.8483,0.1733
-0.1626,-0.09006,0.416,0.05958,6.218,3.089,-5.926,-2.019,-0.6726,3.524
-0.2839,-0.256,-1.5,-0.9598,5.891,16.8,2.985,-5.733,-0.4953,2.394
0.08203,0.1562,-0.45,-0.2533,1.412,0.9617,5.203,1.29,-2.359,0.3725
-0.04674,0.02608,0.4154,0.1931,0.5596,0.7785,0.5133,3.634,-0.2239,-0.5487
0.001323,0.06146,-0.3062,-0.05125,-0.1001,0.1482,0.6636,0.3618,-0.2351,0.1876
0.8644,-0.124,-1.79,0.4599,-1.345,-7.662,-3.093,-5.483,1.578,16.52
