-0.5617,-0.4389,-0.8829,-0.1023,-0.6767,-0.2949,0.3396,-0.2573,-0.1103,0.1673
-1.224,-5.013,0.79,-5.591,-0.8328,0.1918,0.7652,-0.3775,-1.612,-4.26
-0.3268,-1.178,-0.2691,-1.261,-2.224,-0.2551,0.5597,-1.049,-1.147,1.346
-1.009,-3.61,2.707,7.207,-0.2401,-0.8685,-1.857,1.175,0.8051,1.317
0.06895,-4.189,1.142,2.556,-0.7509,0.3274,1.126,0.1518,-0.3853,2.075
0.0269,-0.4287,1.151,0.1266,-0.4641,1.224,1.013,0.02954,0.00867,0.05559
-0.9042,-1.347,2.384,-5.867,1.461,1.105,-5.66,-1.66,-2.982,-10.56
0.0768,-0.02139,0.9965,2.06,0.03759,0.005944,0.06205,0.0007917,-0.005139,-0.1943
0.4722,-1.395,-9.613,3.205,-0.7093,-0.4714,-1.745,-2.42,-1.16,4.201
-0.2998,-3.284,9.345,3.861,1.168,-0.2183,-0.05565,0.3304,-0.02031,-3.169
-0.2414,0.1807,-0.1731,-0.05786,0.1751,-0.1445,-0.6263,-0.101,0.04515,-0.01522
-0.4038,3.197,-0.4606,-2.068,6.054,0.1565,3.655,0.04255,1.811,0.3333
-0.2521,-1.148,4.459,-2.435,-1.728,-0.6523,-1.176,-0.1383,-0.9834,-0.2576
-1.16,-1.543,0.2005,-5.941,-1.066,-0.05563,-0.3185,-0.176,-4.479,1.954
-0.05243,0.8965,-0.3798,-0.8693,1.373,-0.1919,-0.02712,-0.1159,0.7794,-0.3681
-0.02483,-0.2665,-0.05037,-0.01442,-0.1039,-0.8506,-0.05448,-0.00239,-0.04983,-0.2766
-1.682,-0.7205,-2.108,-3.266,-0.9462,1.314,5.189,-0.406,-0.4016,0.1747
-0.09752,0.08564,-0.3778,-1.861,1.074,-0.002262,0.006243,0.01626,0.2371,0.4487
0.06661,-0.6944,0.9548,2.655,6.115,-0.2648,-3.768,0.6361,5.613,-1.944
-0.04315,0.6512,-0.1832,2.271,1.038,0.04695,-0.8812,2.215,-0.2471,1.469
