-14.69,-2.104,-2.585,-3.782,-5.941,9.191,-0.4844,-1.529,2.761,1.288
1.123,3.619,0.03439,6.497,0.6821,1.705,0.3732,-6.902,1.341,-1.673
-1.401,-0.404,0.1662,-0.1972,-0.7558,-0.4461,-0.3773,-1.801,-0.287,-0.7621
1.216,1.659,-0.115,-2.996,-3.398,2.684,-3.699,-6.506,1.927,-3.244
-7.451,3.999,-0.3509,-1.772,-2.611,6.615,-1.443,-6.305,9.488,0.5962
8.692,-1.468,1.195,1.698,4.312,-3.711,4.996,6.398,-8.676,-4.81
-4.089,-0.3904,1.062,0.4836,-7.943,3.634,5.433,8.176,0.2542,-1.689
-3.327,-0.8646,0.7456,-0.1157,-3.07,3.399,3.114,-0.1778,3.515,-0.575
5.038,-1.238,-0.09372,9.979,14.09,-5.045,-6.503,-2.229,-0.8681,1.803
1.148,0.05274,0.3071,-0.4253,-0.3655,1.818,0.9859,0.29,1.301,-0.6056
3.791,0.02035,0.7384,-3.667,-1.787,3.389,3.916,-3.148,-3.461,0.4071
0.7638,11.76,0.09046,3.118,-2.443,-12.71,2.619,1.913,-11.5,-0.3451
-3.047,-0.1929,-0.6994,-0.7329,-2.621,-0.5118,0.1685,-0.4508,-0.2401,-1.159
-5.343,1.031,-0.339,0.5595,0.06097,0.7848,-0.1852,-0.1289,-0.2015,-0.3579
-0.09504,1.9,0.1405,5.991,4.889,1.124,0.6116,-9.299,-0.01021,1.303
2.991,2.624,0.5178,0.7508,-3.206,7.147,2.042,1.288,2.733,-3.428
-0.3037,-2.755,-2.171,-2.492,-0.4369,1.019,-3.731,-5.104,-0.02792,-1.014
8.343,-0.7796,1.158,0.0356,5.054,-6.574,-1.251,-1.931,-0.6583,0.3651
-0.2921,1.905,0.01296,0.2627,0.7551,-0.556,-1.304,-0.3296,0.8325,0.9356
-1.074,0.2475,-0.2175,0.7585,-0.02193,1.93,-0.08708,-0.544,0.7147,0.4371
