4.618,-7.951,-2.287,1.807,-4.602,0.9625,-5.816,-4.59,9.522,-1.242
-6.591,-1.54,-1.498,-1.637,1.686,10.32,-2.463,2.489,-0.462,5.194
0.5157,0.4397,0.1191,0.9516,-0.4627,-0.181,-0.03182,-0.6457,-1.219,0.4632
1.437,-1.963,-0.2412,-1.582,-1.376,-0.8691,-1.16,-0.4574,-1.577,-3.315
0.8555,0.3676,0.2265,1.33,-0.2681,0.09693,0.424,0.3289,-1.882,-0.1441
-0.6378,-3.224,0.2055,-4.318,-0.4797,-3.457,2.284,-0.008084,-1.552,-3.73
-2.087,0.7277,-0.2402,1.347,2.722,7.113,-1.784,-0.1575,-1.711,5.678
0.3385,2.395,0.4574,0.139,1.232,1.167,-0.2599,-2.059,-5.989,2.515
-13.7,0.297,-1.207,-12.2,-0.4048,0.1217,0.164,0.7088,0.8276,0.706
-0.4732,-2.157,-0.7585,-1.312,0.4826,-0.2923,-0.7148,0.8965,3.505,-0.02406
4.151,0.02286,0.303,1.157,-1.832,-5.009,-0.9087,-1.629,7.352,-3.922
-0.742,1.493,0.1,-0.6267,1.206,0.1487,0.7602,-0.0381,-3.229,1.598
-0.1807,0.1915,-0.03039,0.2762,0.225,0.5131,-0.6865,-0.1972,-1.078,0.4867
3.734,1.302,0.3608,0.5963,-0.3249,-1.279,0.257,-0.5163,-0.7022,0.1682
-0.1751,-0.5886,-0.2328,0.2745,-0.04657,0.861,-0.7715,-1.073,-0.8777,1.183
-0.5175,0.07157,-0.7971,0.5434,0.1433,1.314,-1.132,-2.651,-0.08529,3.181
-0.4608,-0.5476,0.2595,-0.8111,0.1511,-0.7308,1.567,1.979,-1.047,-1.707
-0.1253,-0.1417,0.2548,1.91,1.237,2.445,-0.6189,0.843,-0.7111,0.6397
3.065,7.733,-0.9938,3.449,-1.103,1.503,-3.365,-1.727,15.39,3.878
0.02931,-0.3603,-0.2991,-0.4031,0.203,0.133,-1.274,-4.596,-2.442,4.208
