0.1107,0.1279,0.3771,-0.1454,0.2583,2.917,2.189,-1.066,-1.913,-2.702
0.4635,-0.06361,-0.01694,-0.1917,-0.8012,0.02818,-0.2325,1.083,-0.0869,-0.01402
-5.847,-0.4913,-0.0423,-0.1758,-1.382,11.61,3.162,0.289,-2.662,-0.6173
1.321,-0.403,0.8348,-1.696,-1.798,-1.472,0.4881,-0.8916,-1.524,-0.5519
0.1035,-0.5187,0.3282,-0.4383,1.393,-0.2323,-0.08256,2.291,1.889,-0.2074
-4.868,-4.22,3.581,-2.046,-4.136,-0.3158,-1.017,-3.154,2.746,1.287
-0.04757,0.0681,0.3823,-0.1921,-0.001267,0.1831,-0.02221,0.363,1.373,-0.2
1.276,-3.287,-1.419,-0.3749,3.569,0.375,2.761,-4.71,-10.34,-0.2146
-3.079,-0.7036,-0.5908,-0.6717,1.955,2.626,-0.2786,-0.04342,-1.724,-0.1568
0.906,-0.0658,-0.5432,-0.1963,-0.06459,1.518,-0.7008,2.908,-0.2947,-0.00967
4.256,-1.127,0.6287,0.1332,-0.9693,-1.98,-0.6771,0.7795,0.6471,0.4071
0.2194,-3.479,-0.6952,-0.6805,-1.371,0.217,-0.03319,-0.3635,-2.431,-0.1805
1.654,-2.378,3.025,-0.01066,-0.4443,-0.3795,0.9752,0.232,-1.165,-0.09572
-1.375,-0.7766,-0.1988,0.3456,-1.417,-0.06941,-0.3164,-0.536,-0.1579,0.141
-1.006,-0.3284,-0.5038,0.1668,-0.1296,-0.4334,-0.1791,-0.3593,1.137,0.0126
-0.02388,-0.3889,-0.6379,-1.174,-1.261,3.07,1.04,1.339,-1.99,-0.1007
-0.2591,0.1083,0.256,0.1809,0.05497,1.554,-0.129,0.00126,0.09857,0.05647
2.716,-0.1568,-1.051,-0.438,-0.9052,0.6964,-0.7647,7.741,0.5014,-0.1107
0.2635,-2.624,-0.04175,-0.8919,-1.601,-0.5544,-0.3384,-0.3003,-0.08862,1.019
1.198,1.018,-4.382,0.9043,0.4157,-0.1884,-0.3087,0.02962,0.5406,6.276
