68,-1,1,1,1,0,-1,1,1
76,-1,1,1,-1,0,-1,1,1
100,-1,-1,1,1,0,-1,1,1
108,-1,-1,1,-1,0,-1,1,1
116,-1,-1,-1,1,0,-1,1,1
124,-1,-1,-1,-1,0,-1,1,1
